user_id,stars,date,aspect,sentiment,cluster,nrc_positive,nrc_joy,nrc_trust,nrc_anticipation,nrc_surprise,nrc_anger,nrc_disgust,nrc_fear,nrc_negative,nrc_sadness
user_4,5,2016-10-24,ambience,1,4,2.16,2.92,2.43,1.74,2.74,1.19,0.8,0.8,1.4,2.62
user_4,5,2016-10-24,price,0,4,2.16,2.92,2.43,1.74,2.74,1.19,0.8,0.8,1.4,2.62
user_4,5,2016-10-24,location,0,4,2.16,2.92,2.43,1.74,2.74,1.19,0.8,0.8,1.4,2.62
user_5,1,2015-10-30,food,1,3,2.65,2.04,2.58,1.3,3.28,0.8,0.0,0.42,1.33,2.44
user_5,1,2015-10-30,service,0,3,2.65,2.04,2.58,1.3,3.28,0.8,0.0,0.42,1.33,2.44
user_5,1,2015-10-30,ambience,1,3,2.65,2.04,2.58,1.3,3.28,0.8,0.0,0.42,1.33,2.44
user_5,1,2015-10-30,price,1,3,2.65,2.04,2.58,1.3,3.28,0.8,0.0,0.42,1.33,2.44
user_5,1,2015-10-30,location,0,3,2.65,2.04,2.58,1.3,3.28,0.8,0.0,0.42,1.33,2.44
user_6,2,2019-12-08,food,1,0,2.38,2.4,1.09,1.04,3.19,0.61,0.54,1.0,2.38,2.54
user_6,2,2019-12-08,service,1,0,2.38,2.4,1.09,1.04,3.19,0.61,0.54,1.0,2.38,2.54
user_6,2,2019-12-08,ambience,1,0,2.38,2.4,1.09,1.04,3.19,0.61,0.54,1.0,2.38,2.54
user_6,2,2019-12-08,price,-1,0,2.38,2.4,1.09,1.04,3.19,0.61,0.54,1.0,2.38,2.54
user_6,2,2019-12-08,location,1,0,2.38,2.4,1.09,1.04,3.19,0.61,0.54,1.0,2.38,2.54
user_7,3,2016-12-08,food,1,3,1.94,2.03,2.65,1.81,2.82,1.32,0.35,0.04,2.57,2.33
user_7,3,2016-12-08,service,1,3,1.94,2.03,2.65,1.81,2.82,1.32,0.35,0.04,2.57,2.33
user_7,3,2016-12-08,ambience,1,3,1.94,2.03,2.65,1.81,2.82,1.32,0.35,0.04,2.57,2.33
user_7,3,2016-12-08,price,1,3,1.94,2.03,2.65,1.81,2.82,1.32,0.35,0.04,2.57,2.33
user_7,3,2016-12-08,location,1,3,1.94,2.03,2.65,1.81,2.82,1.32,0.35,0.04,2.57,2.33
user_8,1,2019-12-31,food,1,4,2.75,3.4,1.65,1.05,3.52,1.52,0.43,0.11,1.63,2.3
user_8,1,2019-12-31,service,-1,4,2.75,3.4,1.65,1.05,3.52,1.52,0.43,0.11,1.63,2.3
user_8,1,2019-12-31,ambience,-1,4,2.75,3.4,1.65,1.05,3.52,1.52,0.43,0.11,1.63,2.3
user_8,1,2019-12-31,price,1,4,2.75,3.4,1.65,1.05,3.52,1.52,0.43,0.11,1.63,2.3
user_8,1,2019-12-31,location,1,4,2.75,3.4,1.65,1.05,3.52,1.52,0.43,0.11,1.63,2.3
user_9,1,2019-09-20,food,1,3,2.59,3.19,2.89,2.01,2.22,1.51,0.3,0.14,1.0,1.95
user_9,1,2019-09-20,service,1,3,2.59,3.19,2.89,2.01,2.22,1.51,0.3,0.14,1.0,1.95
user_9,1,2019-09-20,ambience,1,3,2.59,3.19,2.89,2.01,2.22,1.51,0.3,0.14,1.0,1.95
user_9,1,2019-09-20,price,1,3,2.59,3.19,2.89,2.01,2.22,1.51,0.3,0.14,1.0,1.95
user_9,1,2019-09-20,location,1,3,2.59,3.19,2.89,2.01,2.22,1.51,0.3,0.14,1.0,1.95
user_10,1,2019-07-27,food,1,1,3.71,2.0,1.41,2.72,0.77,1.5,0.28,0.03,2.93,1.56
user_10,1,2019-07-27,service,1,1,3.71,2.0,1.41,2.72,0.77,1.5,0.28,0.03,2.93,1.56
user_10,1,2019-07-27,ambience,-1,1,3.71,2.0,1.41,2.72,0.77,1.5,0.28,0.03,2.93,1.56
user_10,1,2019-07-27,price,-1,1,3.71,2.0,1.41,2.72,0.77,1.5,0.28,0.03,2.93,1.56
user_10,1,2019-07-27,location,1,1,3.71,2.0,1.41,2.72,0.77,1.5,0.28,0.03,2.93,1.56
user_11,1,2019-11-04,food,1,2,2.89,2.08,1.0,0.37,1.43,0.41,0.66,0.41,1.86,2.0
user_11,1,2019-11-04,service,1,2,2.89,2.08,1.0,0.37,1.43,0.41,0.66,0.41,1.86,2.0
user_11,1,2019-11-04,ambience,1,2,2.89,2.08,1.0,0.37,1.43,0.41,0.66,0.41,1.86,2.0
user_11,1,2019-11-04,price,1,2,2.89,2.08,1.0,0.37,1.43,0.41,0.66,0.41,1.86,2.0
user_11,1,2019-11-04,location,0,2,2.89,2.08,1.0,0.37,1.43,0.41,0.66,0.41,1.86,2.0
user_12,3,2019-04-22,food,1,1,3.82,3.44,2.24,2.25,2.08,0.96,0.51,0.54,2.07,1.97
user_12,3,2019-04-22,service,0,1,3.82,3.44,2.24,2.25,2.08,0.96,0.51,0.54,2.07,1.97
user_12,3,2019-04-22,ambience,1,1,3.82,3.44,2.24,2.25,2.08,0.96,0.51,0.54,2.07,1.97
user_12,3,2019-04-22,price,1,1,3.82,3.44,2.24,2.25,2.08,0.96,0.51,0.54,2.07,1.97
user_12,3,2019-04-22,location,1,1,3.82,3.44,2.24,2.25,2.08,0.96,0.51,0.54,2.07,1.97
user_13,4,2015-11-17,food,-1,0,4.33,3.14,1.8,1.84,1.95,0.49,0.3,0.34,0.82,2.55
user_13,4,2015-11-17,service,0,0,4.33,3.14,1.8,1.84,1.95,0.49,0.3,0.34,0.82,2.55
user_13,4,2015-11-17,ambience,1,0,4.33,3.14,1.8,1.84,1.95,0.49,0.3,0.34,0.82,2.55
user_13,4,2015-11-17,price,-1,0,4.33,3.14,1.8,1.84,1.95,0.49,0.3,0.34,0.82,2.55
user_13,4,2015-11-17,location,1,0,4.33,3.14,1.8,1.84,1.95,0.49,0.3,0.34,0.82,2.55
user_14,3,2015-01-27,food,1,4,2.55,2.64,1.03,0.8,3.59,1.25,1.01,1.77,1.9,1.84
user_14,3,2015-01-27,service,1,4,2.55,2.64,1.03,0.8,3.59,1.25,1.01,1.77,1.9,1.84
user_14,3,2015-01-27,ambience,1,4,2.55,2.64,1.03,0.8,3.59,1.25,1.01,1.77,1.9,1.84
user_14,3,2015-01-27,price,1,4,2.55,2.64,1.03,0.8,3.59,1.25,1.01,1.77,1.9,1.84
user_14,3,2015-01-27,location,1,4,2.55,2.64,1.03,0.8,3.59,1.25,1.01,1.77,1.9,1.84
user_15,5,2017-10-24,food,1,2,3.55,4.57,2.1,1.99,3.2,0.93,0.48,0.81,2.39,1.08
user_15,5,2017-10-24,service,0,2,3.55,4.57,2.1,1.99,3.2,0.93,0.48,0.81,2.39,1.08
user_15,5,2017-10-24,ambience,1,2,3.55,4.57,2.1,1.99,3.2,0.93,0.48,0.81,2.39,1.08
user_15,5,2017-10-24,price,0,2,3.55,4.57,2.1,1.99,3.2,0.93,0.48,0.81,2.39,1.08
user_15,5,2017-10-24,location,1,2,3.55,4.57,2.1,1.99,3.2,0.93,0.48,0.81,2.39,1.08
user_16,1,2017-03-05,food,1,4,2.5,1.76,1.46,2.33,0.92,0.73,0.27,0.54,2.15,1.71
user_16,1,2017-03-05,service,1,4,2.5,1.76,1.46,2.33,0.92,0.73,0.27,0.54,2.15,1.71
user_16,1,2017-03-05,ambience,0,4,2.5,1.76,1.46,2.33,0.92,0.73,0.27,0.54,2.15,1.71
user_16,1,2017-03-05,price,1,4,2.5,1.76,1.46,2.33,0.92,0.73,0.27,0.54,2.15,1.71
user_16,1,2017-03-05,location,-1,4,2.5,1.76,1.46,2.33,0.92,0.73,0.27,0.54,2.15,1.71
user_17,4,2016-03-01,food,1,0,2.12,2.0,1.9,1.01,3.94,1.06,0.06,0.66,1.83,2.3
user_17,4,2016-03-01,service,1,0,2.12,2.0,1.9,1.01,3.94,1.06,0.06,0.66,1.83,2.3
user_17,4,2016-03-01,ambience,-1,0,2.12,2.0,1.9,1.01,3.94,1.06,0.06,0.66,1.83,2.3
user_17,4,2016-03-01,price,1,0,2.12,2.0,1.9,1.01,3.94,1.06,0.06,0.66,1.83,2.3
user_17,4,2016-03-01,location,1,0,2.12,2.0,1.9,1.01,3.94,1.06,0.06,0.66,1.83,2.3
user_18,4,2016-09-14,food,0,1,2.39,2.62,2.35,2.43,1.93,0.9,0.39,1.03,2.87,1.43
user_18,4,2016-09-14,service,1,1,2.39,2.62,2.35,2.43,1.93,0.9,0.39,1.03,2.87,1.43
user_18,4,2016-09-14,ambience,1,1,2.39,2.62,2.35,2.43,1.93,0.9,0.39,1.03,2.87,1.43
user_18,4,2016-09-14,price,-1,1,2.39,2.62,2.35,2.43,1.93,0.9,0.39,1.03,2.87,1.43
user_18,4,2016-09-14,location,1,1,2.39,2.62,2.35,2.43,1.93,0.9,0.39,1.03,2.87,1.43
user_19,3,2016-12-21,food,1,1,2.02,2.49,1.16,1.15,1.57,1.28,1.0,1.63,1.91,2.23
user_19,3,2016-12-21,service,0,1,2.02,2.49,1.16,1.15,1.57,1.28,1.0,1.63,1.91,2.23
user_19,3,2016-12-21,ambience,1,1,2.02,2.49,1.16,1.15,1.57,1.28,1.0,1.63,1.91,2.23
user_19,3,2016-12-21,price,1,1,2.02,2.49,1.16,1.15,1.57,1.28,1.0,1.63,1.91,2.23
user_19,3,2016-12-21,location,0,1,2.02,2.49,1.16,1.15,1.57,1.28,1.0,1.63,1.91,2.23
user_20,3,2016-09-10,food,1,1,3.54,1.67,2.2,1.26,1.77,0.99,0.07,0.62,1.7,1.85
user_20,3,2016-09-10,service,1,1,3.54,1.67,2.2,1.26,1.77,0.99,0.07,0.62,1.7,1.85
user_20,3,2016-09-10,ambience,1,1,3.54,1.67,2.2,1.26,1.77,0.99,0.07,0.62,1.7,1.85
user_20,3,2016-09-10,price,0,1,3.54,1.67,2.2,1.26,1.77,0.99,0.07,0.62,1.7,1.85
user_20,3,2016-09-10,location,1,1,3.54,1.67,2.2,1.26,1.77,0.99,0.07,0.62,1.7,1.85
user_21,5,2018-10-26,food,1,4,1.98,3.27,1.89,1.54,2.66,1.0,0.17,0.68,1.42,1.47
user_21,5,2018-10-26,service,0,4,1.98,3.27,1.89,1.54,2.66,1.0,0.17,0.68,1.42,1.47
user_21,5,2018-10-26,ambience,1,4,1.98,3.27,1.89,1.54,2.66,1.0,0.17,0.68,1.42,1.47
user_21,5,2018-10-26,price,1,4,1.98,3.27,1.89,1.54,2.66,1.0,0.17,0.68,1.42,1.47
user_21,5,2018-10-26,location,-1,4,1.98,3.27,1.89,1.54,2.66,1.0,0.17,0.68,1.42,1.47
user_22,2,2015-01-21,food,1,4,3.19,1.93,1.6,1.38,2.39,1.38,0.52,0.56,2.44,1.83
user_22,2,2015-01-21,service,1,4,3.19,1.93,1.6,1.38,2.39,1.38,0.52,0.56,2.44,1.83
user_22,2,2015-01-21,ambience,1,4,3.19,1.93,1.6,1.38,2.39,1.38,0.52,0.56,2.44,1.83
user_22,2,2015-01-21,price,1,4,3.19,1.93,1.6,1.38,2.39,1.38,0.52,0.56,2.44,1.83
user_22,2,2015-01-21,location,1,4,3.19,1.93,1.6,1.38,2.39,1.38,0.52,0.56,2.44,1.83
user_23,1,2015-07-28,food,1,0,2.48,2.39,1.6,2.92,3.3,0.64,0.01,0.04,1.68,1.5
user_23,1,2015-07-28,service,1,0,2.48,2.39,1.6,2.92,3.3,0.64,0.01,0.04,1.68,1.5
user_23,1,2015-07-28,ambience,1,0,2.48,2.39,1.6,2.92,3.3,0.64,0.01,0.04,1.68,1.5
user_23,1,2015-07-28,price,1,0,2.48,2.39,1.6,2.92,3.3,0.64,0.01,0.04,1.68,1.5
user_23,1,2015-07-28,location,1,0,2.48,2.39,1.6,2.92,3.3,0.64,0.01,0.04,1.68,1.5
user_24,2,2019-02-08,food,0,0,2.86,3.25,2.28,0.89,2.27,1.12,0.72,0.83,2.9,2.11
user_24,2,2019-02-08,service,1,0,2.86,3.25,2.28,0.89,2.27,1.12,0.72,0.83,2.9,2.11
user_24,2,2019-02-08,ambience,1,0,2.86,3.25,2.28,0.89,2.27,1.12,0.72,0.83,2.9,2.11
user_24,2,2019-02-08,price,1,0,2.86,3.25,2.28,0.89,2.27,1.12,0.72,0.83,2.9,2.11
user_24,2,2019-02-08,location,1,0,2.86,3.25,2.28,0.89,2.27,1.12,0.72,0.83,2.9,2.11
user_25,1,2016-06-17,food,1,4,3.15,1.65,2.0,0.96,2.35,1.28,0.22,0.05,0.71,1.09
user_25,1,2016-06-17,service,0,4,3.15,1.65,2.0,0.96,2.35,1.28,0.22,0.05,0.71,1.09
user_25,1,2016-06-17,ambience,1,4,3.15,1.65,2.0,0.96,2.35,1.28,0.22,0.05,0.71,1.09
user_25,1,2016-06-17,price,1,4,3.15,1.65,2.0,0.96,2.35,1.28,0.22,0.05,0.71,1.09
user_25,1,2016-06-17,location,0,4,3.15,1.65,2.0,0.96,2.35,1.28,0.22,0.05,0.71,1.09
user_26,5,2019-04-22,food,1,0,1.13,1.64,1.48,0.9,4.43,0.86,0.12,0.47,2.74,2.33
user_26,5,2019-04-22,service,1,0,1.13,1.64,1.48,0.9,4.43,0.86,0.12,0.47,2.74,2.33
user_26,5,2019-04-22,ambience,1,0,1.13,1.64,1.48,0.9,4.43,0.86,0.12,0.47,2.74,2.33
user_26,5,2019-04-22,price,0,0,1.13,1.64,1.48,0.9,4.43,0.86,0.12,0.47,2.74,2.33
user_26,5,2019-04-22,location,-1,0,1.13,1.64,1.48,0.9,4.43,0.86,0.12,0.47,2.74,2.33
user_27,5,2015-03-18,food,1,2,2.42,2.61,2.24,1.84,2.89,1.67,0.81,0.5,1.99,2.28
user_27,5,2015-03-18,service,1,2,2.42,2.61,2.24,1.84,2.89,1.67,0.81,0.5,1.99,2.28
user_27,5,2015-03-18,ambience,1,2,2.42,2.61,2.24,1.84,2.89,1.67,0.81,0.5,1.99,2.28
user_27,5,2015-03-18,price,-1,2,2.42,2.61,2.24,1.84,2.89,1.67,0.81,0.5,1.99,2.28
user_27,5,2015-03-18,location,1,2,2.42,2.61,2.24,1.84,2.89,1.67,0.81,0.5,1.99,2.28
user_28,4,2019-02-04,food,1,3,3.43,0.73,3.35,0.81,2.43,1.67,0.2,0.4,1.43,1.97
user_28,4,2019-02-04,service,0,3,3.43,0.73,3.35,0.81,2.43,1.67,0.2,0.4,1.43,1.97
user_28,4,2019-02-04,ambience,1,3,3.43,0.73,3.35,0.81,2.43,1.67,0.2,0.4,1.43,1.97
user_28,4,2019-02-04,price,1,3,3.43,0.73,3.35,0.81,2.43,1.67,0.2,0.4,1.43,1.97
user_28,4,2019-02-04,location,1,3,3.43,0.73,3.35,0.81,2.43,1.67,0.2,0.4,1.43,1.97
user_29,1,2017-02-06,food,1,3,2.15,2.26,1.71,3.13,4.67,0.53,0.62,0.05,0.98,1.47
user_29,1,2017-02-06,service,1,3,2.15,2.26,1.71,3.13,4.67,0.53,0.62,0.05,0.98,1.47
user_29,1,2017-02-06,ambience,0,3,2.15,2.26,1.71,3.13,4.67,0.53,0.62,0.05,0.98,1.47
user_29,1,2017-02-06,price,-1,3,2.15,2.26,1.71,3.13,4.67,0.53,0.62,0.05,0.98,1.47
user_29,1,2017-02-06,location,0,3,2.15,2.26,1.71,3.13,4.67,0.53,0.62,0.05,0.98,1.47
user_30,1,2019-02-08,food,1,4,4.07,3.59,1.38,0.76,1.87,1.13,0.47,0.19,2.52,1.85
user_30,1,2019-02-08,service,0,4,4.07,3.59,1.38,0.76,1.87,1.13,0.47,0.19,2.52,1.85
user_30,1,2019-02-08,ambience,0,4,4.07,3.59,1.38,0.76,1.87,1.13,0.47,0.19,2.52,1.85
user_30,1,2019-02-08,price,0,4,4.07,3.59,1.38,0.76,1.87,1.13,0.47,0.19,2.52,1.85
user_30,1,2019-02-08,location,1,4,4.07,3.59,1.38,0.76,1.87,1.13,0.47,0.19,2.52,1.85
user_31,4,2015-11-14,food,1,2,3.79,2.78,1.8,1.98,3.31,0.84,0.29,1.06,1.52,1.24
user_31,4,2015-11-14,service,0,2,3.79,2.78,1.8,1.98,3.31,0.84,0.29,1.06,1.52,1.24
user_31,4,2015-11-14,ambience,0,2,3.79,2.78,1.8,1.98,3.31,0.84,0.29,1.06,1.52,1.24
user_31,4,2015-11-14,price,1,2,3.79,2.78,1.8,1.98,3.31,0.84,0.29,1.06,1.52,1.24
user_31,4,2015-11-14,location,1,2,3.79,2.78,1.8,1.98,3.31,0.84,0.29,1.06,1.52,1.24
user_32,1,2017-04-15,food,-1,1,2.72,3.09,2.35,2.39,2.57,0.49,0.49,0.73,1.31,1.63
user_32,1,2017-04-15,service,0,1,2.72,3.09,2.35,2.39,2.57,0.49,0.49,0.73,1.31,1.63
user_32,1,2017-04-15,ambience,1,1,2.72,3.09,2.35,2.39,2.57,0.49,0.49,0.73,1.31,1.63
user_32,1,2017-04-15,price,1,1,2.72,3.09,2.35,2.39,2.57,0.49,0.49,0.73,1.31,1.63
user_32,1,2017-04-15,location,1,1,2.72,3.09,2.35,2.39,2.57,0.49,0.49,0.73,1.31,1.63
user_33,2,2017-11-28,food,1,2,1.23,2.67,2.63,1.72,4.34,0.38,0.88,0.78,1.81,3.07
user_33,2,2017-11-28,service,1,2,1.23,2.67,2.63,1.72,4.34,0.38,0.88,0.78,1.81,3.07
user_33,2,2017-11-28,ambience,0,2,1.23,2.67,2.63,1.72,4.34,0.38,0.88,0.78,1.81,3.07
user_33,2,2017-11-28,price,1,2,1.23,2.67,2.63,1.72,4.34,0.38,0.88,0.78,1.81,3.07
user_33,2,2017-11-28,location,0,2,1.23,2.67,2.63,1.72,4.34,0.38,0.88,0.78,1.81,3.07
user_34,3,2017-04-14,food,-1,0,2.41,3.36,2.61,1.9,2.64,0.54,0.44,0.3,2.59,2.45
user_34,3,2017-04-14,service,1,0,2.41,3.36,2.61,1.9,2.64,0.54,0.44,0.3,2.59,2.45
user_34,3,2017-04-14,ambience,1,0,2.41,3.36,2.61,1.9,2.64,0.54,0.44,0.3,2.59,2.45
user_34,3,2017-04-14,price,-1,0,2.41,3.36,2.61,1.9,2.64,0.54,0.44,0.3,2.59,2.45
user_34,3,2017-04-14,location,1,0,2.41,3.36,2.61,1.9,2.64,0.54,0.44,0.3,2.59,2.45
user_35,2,2017-11-14,food,1,4,3.74,0.98,2.43,2.49,3.22,0.56,0.08,0.02,2.3,2.27
user_35,2,2017-11-14,service,1,4,3.74,0.98,2.43,2.49,3.22,0.56,0.08,0.02,2.3,2.27
user_35,2,2017-11-14,ambience,1,4,3.74,0.98,2.43,2.49,3.22,0.56,0.08,0.02,2.3,2.27
user_35,2,2017-11-14,price,1,4,3.74,0.98,2.43,2.49,3.22,0.56,0.08,0.02,2.3,2.27
user_35,2,2017-11-14,location,1,4,3.74,0.98,2.43,2.49,3.22,0.56,0.08,0.02,2.3,2.27
user_36,4,2019-10-27,food,1,2,4.34,2.32,1.64,1.64,3.34,1.87,0.71,0.36,2.31,2.63
user_36,4,2019-10-27,service,-1,2,4.34,2.32,1.64,1.64,3.34,1.87,0.71,0.36,2.31,2.63
user_36,4,2019-10-27,ambience,0,2,4.34,2.32,1.64,1.64,3.34,1.87,0.71,0.36,2.31,2.63
user_36,4,2019-10-27,price,1,2,4.34,2.32,1.64,1.64,3.34,1.87,0.71,0.36,2.31,2.63
user_36,4,2019-10-27,location,1,2,4.34,2.32,1.64,1.64,3.34,1.87,0.71,0.36,2.31,2.63
user_37,5,2015-10-14,food,1,1,2.78,1.95,1.33,0.0,3.02,0.52,0.21,0.25,2.19,1.97
user_37,5,2015-10-14,service,1,1,2.78,1.95,1.33,0.0,3.02,0.52,0.21,0.25,2.19,1.97
user_37,5,2015-10-14,ambience,1,1,2.78,1.95,1.33,0.0,3.02,0.52,0.21,0.25,2.19,1.97
user_37,5,2015-10-14,price,1,1,2.78,1.95,1.33,0.0,3.02,0.52,0.21,0.25,2.19,1.97
user_37,5,2015-10-14,location,1,1,2.78,1.95,1.33,0.0,3.02,0.52,0.21,0.25,2.19,1.97
user_38,1,2019-06-28,food,1,1,3.12,1.39,1.21,1.42,2.12,0.85,0.07,0.94,2.4,1.52
user_38,1,2019-06-28,service,1,1,3.12,1.39,1.21,1.42,2.12,0.85,0.07,0.94,2.4,1.52
user_38,1,2019-06-28,ambience,-1,1,3.12,1.39,1.21,1.42,2.12,0.85,0.07,0.94,2.4,1.52
user_38,1,2019-06-28,price,1,1,3.12,1.39,1.21,1.42,2.12,0.85,0.07,0.94,2.4,1.52
user_38,1,2019-06-28,location,0,1,3.12,1.39,1.21,1.42,2.12,0.85,0.07,0.94,2.4,1.52
user_39,4,2019-12-15,food,1,2,1.74,3.87,2.18,1.28,2.97,1.45,0.68,0.4,1.99,0.96
user_39,4,2019-12-15,service,1,2,1.74,3.87,2.18,1.28,2.97,1.45,0.68,0.4,1.99,0.96
user_39,4,2019-12-15,ambience,1,2,1.74,3.87,2.18,1.28,2.97,1.45,0.68,0.4,1.99,0.96
user_39,4,2019-12-15,price,0,2,1.74,3.87,2.18,1.28,2.97,1.45,0.68,0.4,1.99,0.96
user_39,4,2019-12-15,location,1,2,1.74,3.87,2.18,1.28,2.97,1.45,0.68,0.4,1.99,0.96
user_40,5,2017-05-12,food,1,4,3.81,2.68,1.4,2.39,3.72,2.25,0.82,1.69,1.69,2.6
user_40,5,2017-05-12,service,0,4,3.81,2.68,1.4,2.39,3.72,2.25,0.82,1.69,1.69,2.6
user_40,5,2017-05-12,ambience,-1,4,3.81,2.68,1.4,2.39,3.72,2.25,0.82,1.69,1.69,2.6
user_40,5,2017-05-12,price,1,4,3.81,2.68,1.4,2.39,3.72,2.25,0.82,1.69,1.69,2.6
user_40,5,2017-05-12,location,-1,4,3.81,2.68,1.4,2.39,3.72,2.25,0.82,1.69,1.69,2.6
user_41,1,2016-01-31,food,1,0,3.45,1.99,1.13,2.84,2.02,1.67,0.0,0.02,2.05,1.74
user_41,1,2016-01-31,service,1,0,3.45,1.99,1.13,2.84,2.02,1.67,0.0,0.02,2.05,1.74
user_41,1,2016-01-31,ambience,1,0,3.45,1.99,1.13,2.84,2.02,1.67,0.0,0.02,2.05,1.74
user_41,1,2016-01-31,price,1,0,3.45,1.99,1.13,2.84,2.02,1.67,0.0,0.02,2.05,1.74
user_41,1,2016-01-31,location,1,0,3.45,1.99,1.13,2.84,2.02,1.67,0.0,0.02,2.05,1.74
user_42,2,2019-07-17,food,1,4,3.15,2.62,1.05,0.76,2.25,0.67,0.7,0.35,1.31,2.08
user_42,2,2019-07-17,service,1,4,3.15,2.62,1.05,0.76,2.25,0.67,0.7,0.35,1.31,2.08
user_42,2,2019-07-17,ambience,-1,4,3.15,2.62,1.05,0.76,2.25,0.67,0.7,0.35,1.31,2.08
user_42,2,2019-07-17,price,1,4,3.15,2.62,1.05,0.76,2.25,0.67,0.7,0.35,1.31,2.08
user_42,2,2019-07-17,location,1,4,3.15,2.62,1.05,0.76,2.25,0.67,0.7,0.35,1.31,2.08
user_43,4,2016-05-23,food,0,4,1.86,1.71,1.48,2.16,3.78,1.57,0.28,0.23,2.17,2.39
user_43,4,2016-05-23,service,1,4,1.86,1.71,1.48,2.16,3.78,1.57,0.28,0.23,2.17,2.39
user_43,4,2016-05-23,ambience,1,4,1.86,1.71,1.48,2.16,3.78,1.57,0.28,0.23,2.17,2.39
user_43,4,2016-05-23,price,1,4,1.86,1.71,1.48,2.16,3.78,1.57,0.28,0.23,2.17,2.39
user_43,4,2016-05-23,location,-1,4,1.86,1.71,1.48,2.16,3.78,1.57,0.28,0.23,2.17,2.39
user_44,2,2018-08-23,food,1,3,4.5,1.72,0.91,1.77,3.36,1.61,0.57,1.14,2.12,2.78
user_44,2,2018-08-23,service,1,3,4.5,1.72,0.91,1.77,3.36,1.61,0.57,1.14,2.12,2.78
user_44,2,2018-08-23,ambience,-1,3,4.5,1.72,0.91,1.77,3.36,1.61,0.57,1.14,2.12,2.78
user_44,2,2018-08-23,price,0,3,4.5,1.72,0.91,1.77,3.36,1.61,0.57,1.14,2.12,2.78
user_44,2,2018-08-23,location,1,3,4.5,1.72,0.91,1.77,3.36,1.61,0.57,1.14,2.12,2.78
user_45,2,2018-11-03,food,1,0,4.09,3.22,1.6,0.85,2.61,1.05,0.83,0.09,1.71,2.44
user_45,2,2018-11-03,service,1,0,4.09,3.22,1.6,0.85,2.61,1.05,0.83,0.09,1.71,2.44
user_45,2,2018-11-03,ambience,1,0,4.09,3.22,1.6,0.85,2.61,1.05,0.83,0.09,1.71,2.44
user_45,2,2018-11-03,price,1,0,4.09,3.22,1.6,0.85,2.61,1.05,0.83,0.09,1.71,2.44
user_45,2,2018-11-03,location,-1,0,4.09,3.22,1.6,0.85,2.61,1.05,0.83,0.09,1.71,2.44
user_46,2,2016-07-11,food,1,1,1.88,2.17,1.73,1.63,1.61,1.65,0.37,1.0,2.05,1.8
user_46,2,2016-07-11,service,-1,1,1.88,2.17,1.73,1.63,1.61,1.65,0.37,1.0,2.05,1.8
user_46,2,2016-07-11,ambience,1,1,1.88,2.17,1.73,1.63,1.61,1.65,0.37,1.0,2.05,1.8
user_46,2,2016-07-11,price,1,1,1.88,2.17,1.73,1.63,1.61,1.65,0.37,1.0,2.05,1.8
user_46,2,2016-07-11,location,1,1,1.88,2.17,1.73,1.63,1.61,1.65,0.37,1.0,2.05,1.8
user_47,1,2016-02-28,food,0,0,2.05,0.64,1.95,0.6,2.25,1.22,0.24,0.15,2.55,2.91
