user_id,stars,date,aspect,sentiment,cluster,nrc_positive,nrc_joy,nrc_trust,nrc_anticipation,nrc_surprise,nrc_anger,nrc_disgust,nrc_fear,nrc_negative,nrc_sadness
user_8,4,2019-06-06,location,0,3,1.73,1.87,1.43,1.7,1.79,1.8,1.17,0.17,1.81,0.89
user_9,1,2015-02-08,food,1,1,1.82,0.27,1.31,3.04,2.13,1.64,0.36,0.51,1.62,1.59
user_9,1,2015-02-08,service,1,1,1.82,0.27,1.31,3.04,2.13,1.64,0.36,0.51,1.62,1.59
user_9,1,2015-02-08,ambience,1,1,1.82,0.27,1.31,3.04,2.13,1.64,0.36,0.51,1.62,1.59
user_9,1,2015-02-08,price,1,1,1.82,0.27,1.31,3.04,2.13,1.64,0.36,0.51,1.62,1.59
user_9,1,2015-02-08,location,1,1,1.82,0.27,1.31,3.04,2.13,1.64,0.36,0.51,1.62,1.59
user_10,1,2018-10-01,food,1,3,3.09,1.41,1.44,3.12,1.85,1.77,0.3,1.06,1.85,1.54
user_10,1,2018-10-01,service,1,3,3.09,1.41,1.44,3.12,1.85,1.77,0.3,1.06,1.85,1.54
user_10,1,2018-10-01,ambience,-1,3,3.09,1.41,1.44,3.12,1.85,1.77,0.3,1.06,1.85,1.54
user_10,1,2018-10-01,price,1,3,3.09,1.41,1.44,3.12,1.85,1.77,0.3,1.06,1.85,1.54
user_10,1,2018-10-01,location,1,3,3.09,1.41,1.44,3.12,1.85,1.77,0.3,1.06,1.85,1.54
user_11,4,2015-05-28,food,1,1,2.34,0.98,1.94,2.99,1.66,1.23,0.01,0.69,1.57,1.18
user_11,4,2015-05-28,service,1,1,2.34,0.98,1.94,2.99,1.66,1.23,0.01,0.69,1.57,1.18
user_11,4,2015-05-28,ambience,1,1,2.34,0.98,1.94,2.99,1.66,1.23,0.01,0.69,1.57,1.18
user_11,4,2015-05-28,price,-1,1,2.34,0.98,1.94,2.99,1.66,1.23,0.01,0.69,1.57,1.18
user_11,4,2015-05-28,location,1,1,2.34,0.98,1.94,2.99,1.66,1.23,0.01,0.69,1.57,1.18
user_12,4,2015-02-10,food,1,0,1.19,2.26,1.22,1.88,1.97,1.7,0.29,0.48,1.23,1.39
user_12,4,2015-02-10,service,1,0,1.19,2.26,1.22,1.88,1.97,1.7,0.29,0.48,1.23,1.39
user_12,4,2015-02-10,ambience,1,0,1.19,2.26,1.22,1.88,1.97,1.7,0.29,0.48,1.23,1.39
user_12,4,2015-02-10,price,1,0,1.19,2.26,1.22,1.88,1.97,1.7,0.29,0.48,1.23,1.39
user_12,4,2015-02-10,location,1,0,1.19,2.26,1.22,1.88,1.97,1.7,0.29,0.48,1.23,1.39
user_13,4,2015-09-23,food,1,4,2.32,1.45,1.94,2.84,1.07,2.61,0.9,0.39,1.27,0.55
user_13,4,2015-09-23,service,0,4,2.32,1.45,1.94,2.84,1.07,2.61,0.9,0.39,1.27,0.55
user_13,4,2015-09-23,ambience,1,4,2.32,1.45,1.94,2.84,1.07,2.61,0.9,0.39,1.27,0.55
user_13,4,2015-09-23,price,-1,4,2.32,1.45,1.94,2.84,1.07,2.61,0.9,0.39,1.27,0.55
user_13,4,2015-09-23,location,1,4,2.32,1.45,1.94,2.84,1.07,2.61,0.9,0.39,1.27,0.55
user_14,2,2016-12-10,food,1,2,1.05,1.98,1.56,2.95,2.6,1.83,0.73,0.05,1.51,1.28
user_14,2,2016-12-10,service,1,2,1.05,1.98,1.56,2.95,2.6,1.83,0.73,0.05,1.51,1.28
user_14,2,2016-12-10,ambience,-1,2,1.05,1.98,1.56,2.95,2.6,1.83,0.73,0.05,1.51,1.28
user_14,2,2016-12-10,price,1,2,1.05,1.98,1.56,2.95,2.6,1.83,0.73,0.05,1.51,1.28
user_14,2,2016-12-10,location,1,2,1.05,1.98,1.56,2.95,2.6,1.83,0.73,0.05,1.51,1.28
user_15,1,2016-10-11,food,1,4,0.27,0.34,2.23,2.74,1.46,1.95,0.86,0.52,0.73,1.85
user_15,1,2016-10-11,service,1,4,0.27,0.34,2.23,2.74,1.46,1.95,0.86,0.52,0.73,1.85
user_15,1,2016-10-11,ambience,-1,4,0.27,0.34,2.23,2.74,1.46,1.95,0.86,0.52,0.73,1.85
user_15,1,2016-10-11,price,0,4,0.27,0.34,2.23,2.74,1.46,1.95,0.86,0.52,0.73,1.85
user_15,1,2016-10-11,location,-1,4,0.27,0.34,2.23,2.74,1.46,1.95,0.86,0.52,0.73,1.85
user_16,1,2018-04-26,food,1,4,1.53,0.68,1.59,2.91,1.34,1.39,0.32,1.91,1.29,1.2
user_16,1,2018-04-26,service,-1,4,1.53,0.68,1.59,2.91,1.34,1.39,0.32,1.91,1.29,1.2
user_16,1,2018-04-26,ambience,1,4,1.53,0.68,1.59,2.91,1.34,1.39,0.32,1.91,1.29,1.2
user_16,1,2018-04-26,price,1,4,1.53,0.68,1.59,2.91,1.34,1.39,0.32,1.91,1.29,1.2
user_16,1,2018-04-26,location,0,4,1.53,0.68,1.59,2.91,1.34,1.39,0.32,1.91,1.29,1.2
user_17,3,2016-08-31,food,-1,2,2.81,0.81,2.74,3.53,3.08,1.31,0.68,1.09,3.12,0.66
user_17,3,2016-08-31,service,1,2,2.81,0.81,2.74,3.53,3.08,1.31,0.68,1.09,3.12,0.66
user_17,3,2016-08-31,ambience,1,2,2.81,0.81,2.74,3.53,3.08,1.31,0.68,1.09,3.12,0.66
user_17,3,2016-08-31,price,-1,2,2.81,0.81,2.74,3.53,3.08,1.31,0.68,1.09,3.12,0.66
user_17,3,2016-08-31,location,1,2,2.81,0.81,2.74,3.53,3.08,1.31,0.68,1.09,3.12,0.66
user_18,3,2016-12-03,food,0,0,2.31,1.23,1.05,2.26,2.75,1.66,0.59,2.01,1.65,1.25
user_18,3,2016-12-03,service,-1,0,2.31,1.23,1.05,2.26,2.75,1.66,0.59,2.01,1.65,1.25
user_18,3,2016-12-03,ambience,0,0,2.31,1.23,1.05,2.26,2.75,1.66,0.59,2.01,1.65,1.25
user_18,3,2016-12-03,price,1,0,2.31,1.23,1.05,2.26,2.75,1.66,0.59,2.01,1.65,1.25
user_18,3,2016-12-03,location,1,0,2.31,1.23,1.05,2.26,2.75,1.66,0.59,2.01,1.65,1.25
user_19,3,2017-08-31,food,1,3,1.56,1.33,1.91,3.48,2.11,2.07,0.14,0.4,1.8,0.19
user_19,3,2017-08-31,service,1,3,1.56,1.33,1.91,3.48,2.11,2.07,0.14,0.4,1.8,0.19
user_19,3,2017-08-31,ambience,0,3,1.56,1.33,1.91,3.48,2.11,2.07,0.14,0.4,1.8,0.19
user_19,3,2017-08-31,price,1,3,1.56,1.33,1.91,3.48,2.11,2.07,0.14,0.4,1.8,0.19
user_19,3,2017-08-31,location,1,3,1.56,1.33,1.91,3.48,2.11,2.07,0.14,0.4,1.8,0.19
user_20,2,2017-10-07,food,1,2,1.34,1.54,0.35,1.96,2.05,1.79,1.1,0.93,1.67,1.84
user_20,2,2017-10-07,service,1,2,1.34,1.54,0.35,1.96,2.05,1.79,1.1,0.93,1.67,1.84
user_20,2,2017-10-07,ambience,-1,2,1.34,1.54,0.35,1.96,2.05,1.79,1.1,0.93,1.67,1.84
user_20,2,2017-10-07,price,1,2,1.34,1.54,0.35,1.96,2.05,1.79,1.1,0.93,1.67,1.84
user_20,2,2017-10-07,location,1,2,1.34,1.54,0.35,1.96,2.05,1.79,1.1,0.93,1.67,1.84
user_21,2,2015-03-23,food,1,2,2.35,0.94,0.94,2.72,2.15,2.1,0.79,0.9,3.13,1.15
user_21,2,2015-03-23,service,-1,2,2.35,0.94,0.94,2.72,2.15,2.1,0.79,0.9,3.13,1.15
user_21,2,2015-03-23,ambience,1,2,2.35,0.94,0.94,2.72,2.15,2.1,0.79,0.9,3.13,1.15
user_21,2,2015-03-23,price,0,2,2.35,0.94,0.94,2.72,2.15,2.1,0.79,0.9,3.13,1.15
user_21,2,2015-03-23,location,-1,2,2.35,0.94,0.94,2.72,2.15,2.1,0.79,0.9,3.13,1.15
user_22,1,2015-10-04,food,1,1,0.97,2.17,1.2,2.93,3.55,1.96,0.64,0.7,1.59,0.92
user_22,1,2015-10-04,service,0,1,0.97,2.17,1.2,2.93,3.55,1.96,0.64,0.7,1.59,0.92
user_22,1,2015-10-04,ambience,1,1,0.97,2.17,1.2,2.93,3.55,1.96,0.64,0.7,1.59,0.92
user_22,1,2015-10-04,price,1,1,0.97,2.17,1.2,2.93,3.55,1.96,0.64,0.7,1.59,0.92
user_22,1,2015-10-04,location,0,1,0.97,2.17,1.2,2.93,3.55,1.96,0.64,0.7,1.59,0.92
user_23,3,2019-10-20,food,1,1,2.05,1.98,1.88,1.81,2.0,2.11,0.53,0.79,2.25,1.31
user_23,3,2019-10-20,service,1,1,2.05,1.98,1.88,1.81,2.0,2.11,0.53,0.79,2.25,1.31
user_23,3,2019-10-20,ambience,1,1,2.05,1.98,1.88,1.81,2.0,2.11,0.53,0.79,2.25,1.31
user_23,3,2019-10-20,price,1,1,2.05,1.98,1.88,1.81,2.0,2.11,0.53,0.79,2.25,1.31
user_23,3,2019-10-20,location,1,1,2.05,1.98,1.88,1.81,2.0,2.11,0.53,0.79,2.25,1.31
user_24,1,2016-10-10,food,1,1,1.64,2.39,1.02,4.22,0.99,0.62,1.02,0.45,2.17,1.55
user_24,1,2016-10-10,service,-1,1,1.64,2.39,1.02,4.22,0.99,0.62,1.02,0.45,2.17,1.55
user_24,1,2016-10-10,ambience,1,1,1.64,2.39,1.02,4.22,0.99,0.62,1.02,0.45,2.17,1.55
user_24,1,2016-10-10,price,0,1,1.64,2.39,1.02,4.22,0.99,0.62,1.02,0.45,2.17,1.55
user_24,1,2016-10-10,location,1,1,1.64,2.39,1.02,4.22,0.99,0.62,1.02,0.45,2.17,1.55
user_25,4,2016-05-04,food,1,0,2.56,3.18,1.28,2.79,0.97,1.58,0.94,0.6,1.94,1.11
user_25,4,2016-05-04,service,1,0,2.56,3.18,1.28,2.79,0.97,1.58,0.94,0.6,1.94,1.11
user_25,4,2016-05-04,ambience,1,0,2.56,3.18,1.28,2.79,0.97,1.58,0.94,0.6,1.94,1.11
user_25,4,2016-05-04,price,1,0,2.56,3.18,1.28,2.79,0.97,1.58,0.94,0.6,1.94,1.11
user_25,4,2016-05-04,location,1,0,2.56,3.18,1.28,2.79,0.97,1.58,0.94,0.6,1.94,1.11
user_26,2,2018-01-01,food,1,0,2.07,2.85,0.66,2.53,2.99,1.68,0.13,0.82,1.54,0.62
user_26,2,2018-01-01,service,0,0,2.07,2.85,0.66,2.53,2.99,1.68,0.13,0.82,1.54,0.62
user_26,2,2018-01-01,ambience,1,0,2.07,2.85,0.66,2.53,2.99,1.68,0.13,0.82,1.54,0.62
user_26,2,2018-01-01,price,1,0,2.07,2.85,0.66,2.53,2.99,1.68,0.13,0.82,1.54,0.62
user_26,2,2018-01-01,location,1,0,2.07,2.85,0.66,2.53,2.99,1.68,0.13,0.82,1.54,0.62
user_27,2,2018-02-22,food,1,1,2.52,1.55,2.5,3.0,2.46,0.42,0.49,0.38,2.61,0.65
user_27,2,2018-02-22,service,1,1,2.52,1.55,2.5,3.0,2.46,0.42,0.49,0.38,2.61,0.65
user_27,2,2018-02-22,ambience,0,1,2.52,1.55,2.5,3.0,2.46,0.42,0.49,0.38,2.61,0.65
user_27,2,2018-02-22,price,1,1,2.52,1.55,2.5,3.0,2.46,0.42,0.49,0.38,2.61,0.65
user_27,2,2018-02-22,location,-1,1,2.52,1.55,2.5,3.0,2.46,0.42,0.49,0.38,2.61,0.65
user_28,5,2015-01-24,food,1,4,1.41,1.54,1.23,1.84,2.24,1.03,0.1,0.6,2.15,1.18
user_28,5,2015-01-24,service,1,4,1.41,1.54,1.23,1.84,2.24,1.03,0.1,0.6,2.15,1.18
user_28,5,2015-01-24,ambience,1,4,1.41,1.54,1.23,1.84,2.24,1.03,0.1,0.6,2.15,1.18
user_28,5,2015-01-24,price,1,4,1.41,1.54,1.23,1.84,2.24,1.03,0.1,0.6,2.15,1.18
user_28,5,2015-01-24,location,1,4,1.41,1.54,1.23,1.84,2.24,1.03,0.1,0.6,2.15,1.18
user_29,4,2019-08-09,food,1,3,1.67,1.63,1.4,3.47,0.65,1.92,1.02,1.16,1.26,0.85
user_29,4,2019-08-09,service,0,3,1.67,1.63,1.4,3.47,0.65,1.92,1.02,1.16,1.26,0.85
user_29,4,2019-08-09,ambience,1,3,1.67,1.63,1.4,3.47,0.65,1.92,1.02,1.16,1.26,0.85
user_29,4,2019-08-09,price,1,3,1.67,1.63,1.4,3.47,0.65,1.92,1.02,1.16,1.26,0.85
user_29,4,2019-08-09,location,1,3,1.67,1.63,1.4,3.47,0.65,1.92,1.02,1.16,1.26,0.85
user_30,5,2015-04-03,food,-1,0,2.2,0.6,2.13,2.81,2.56,1.06,0.77,0.97,2.38,0.3
user_30,5,2015-04-03,service,-1,0,2.2,0.6,2.13,2.81,2.56,1.06,0.77,0.97,2.38,0.3
user_30,5,2015-04-03,ambience,1,0,2.2,0.6,2.13,2.81,2.56,1.06,0.77,0.97,2.38,0.3
user_30,5,2015-04-03,price,1,0,2.2,0.6,2.13,2.81,2.56,1.06,0.77,0.97,2.38,0.3
user_30,5,2015-04-03,location,1,0,2.2,0.6,2.13,2.81,2.56,1.06,0.77,0.97,2.38,0.3
user_31,3,2015-01-11,food,-1,4,0.46,1.29,0.98,2.5,3.25,1.56,0.93,0.0,1.23,0.25
user_31,3,2015-01-11,service,0,4,0.46,1.29,0.98,2.5,3.25,1.56,0.93,0.0,1.23,0.25
user_31,3,2015-01-11,ambience,1,4,0.46,1.29,0.98,2.5,3.25,1.56,0.93,0.0,1.23,0.25
user_31,3,2015-01-11,price,0,4,0.46,1.29,0.98,2.5,3.25,1.56,0.93,0.0,1.23,0.25
user_31,3,2015-01-11,location,1,4,0.46,1.29,0.98,2.5,3.25,1.56,0.93,0.0,1.23,0.25
user_32,4,2017-02-27,food,0,0,1.5,2.44,0.83,2.59,1.91,2.47,0.18,0.4,0.68,1.03
user_32,4,2017-02-27,service,1,0,1.5,2.44,0.83,2.59,1.91,2.47,0.18,0.4,0.68,1.03
user_32,4,2017-02-27,ambience,1,0,1.5,2.44,0.83,2.59,1.91,2.47,0.18,0.4,0.68,1.03
user_32,4,2017-02-27,price,1,0,1.5,2.44,0.83,2.59,1.91,2.47,0.18,0.4,0.68,1.03
user_32,4,2017-02-27,location,1,0,1.5,2.44,0.83,2.59,1.91,2.47,0.18,0.4,0.68,1.03
user_33,5,2015-04-08,food,0,0,1.4,2.3,1.76,2.6,2.09,1.04,0.5,2.36,2.39,1.73
user_33,5,2015-04-08,service,0,0,1.4,2.3,1.76,2.6,2.09,1.04,0.5,2.36,2.39,1.73
user_33,5,2015-04-08,ambience,1,0,1.4,2.3,1.76,2.6,2.09,1.04,0.5,2.36,2.39,1.73
user_33,5,2015-04-08,price,1,0,1.4,2.3,1.76,2.6,2.09,1.04,0.5,2.36,2.39,1.73
user_33,5,2015-04-08,location,1,0,1.4,2.3,1.76,2.6,2.09,1.04,0.5,2.36,2.39,1.73
user_34,1,2015-12-25,food,1,3,2.45,0.67,1.16,0.51,1.56,1.08,0.53,0.97,2.49,1.44
user_34,1,2015-12-25,service,0,3,2.45,0.67,1.16,0.51,1.56,1.08,0.53,0.97,2.49,1.44
user_34,1,2015-12-25,ambience,-1,3,2.45,0.67,1.16,0.51,1.56,1.08,0.53,0.97,2.49,1.44
user_34,1,2015-12-25,price,1,3,2.45,0.67,1.16,0.51,1.56,1.08,0.53,0.97,2.49,1.44
user_34,1,2015-12-25,location,1,3,2.45,0.67,1.16,0.51,1.56,1.08,0.53,0.97,2.49,1.44
user_35,1,2015-04-12,food,-1,4,2.88,0.46,0.31,2.69,1.52,1.37,0.4,0.48,1.82,1.03
user_35,1,2015-04-12,service,1,4,2.88,0.46,0.31,2.69,1.52,1.37,0.4,0.48,1.82,1.03
user_35,1,2015-04-12,ambience,0,4,2.88,0.46,0.31,2.69,1.52,1.37,0.4,0.48,1.82,1.03
user_35,1,2015-04-12,price,1,4,2.88,0.46,0.31,2.69,1.52,1.37,0.4,0.48,1.82,1.03
user_35,1,2015-04-12,location,1,4,2.88,0.46,0.31,2.69,1.52,1.37,0.4,0.48,1.82,1.03
user_36,1,2017-09-23,food,1,4,1.83,1.82,1.43,1.93,1.17,1.51,0.79,1.08,2.06,0.75
user_36,1,2017-09-23,service,1,4,1.83,1.82,1.43,1.93,1.17,1.51,0.79,1.08,2.06,0.75
user_36,1,2017-09-23,ambience,0,4,1.83,1.82,1.43,1.93,1.17,1.51,0.79,1.08,2.06,0.75
user_36,1,2017-09-23,price,1,4,1.83,1.82,1.43,1.93,1.17,1.51,0.79,1.08,2.06,0.75
user_36,1,2017-09-23,location,0,4,1.83,1.82,1.43,1.93,1.17,1.51,0.79,1.08,2.06,0.75
user_37,5,2018-11-15,food,-1,3,1.96,1.64,1.58,2.49,2.0,1.78,0.76,0.25,2.2,0.58
user_37,5,2018-11-15,service,1,3,1.96,1.64,1.58,2.49,2.0,1.78,0.76,0.25,2.2,0.58
user_37,5,2018-11-15,ambience,1,3,1.96,1.64,1.58,2.49,2.0,1.78,0.76,0.25,2.2,0.58
user_37,5,2018-11-15,price,1,3,1.96,1.64,1.58,2.49,2.0,1.78,0.76,0.25,2.2,0.58
user_37,5,2018-11-15,location,0,3,1.96,1.64,1.58,2.49,2.0,1.78,0.76,0.25,2.2,0.58
user_38,4,2018-12-12,food,-1,4,0.77,2.89,2.63,1.32,1.89,1.25,0.54,1.21,2.79,1.28
user_38,4,2018-12-12,service,-1,4,0.77,2.89,2.63,1.32,1.89,1.25,0.54,1.21,2.79,1.28
user_38,4,2018-12-12,ambience,1,4,0.77,2.89,2.63,1.32,1.89,1.25,0.54,1.21,2.79,1.28
user_38,4,2018-12-12,price,1,4,0.77,2.89,2.63,1.32,1.89,1.25,0.54,1.21,2.79,1.28
user_38,4,2018-12-12,location,1,4,0.77,2.89,2.63,1.32,1.89,1.25,0.54,1.21,2.79,1.28
user_39,3,2017-12-07,food,1,4,1.54,1.69,1.31,3.34,3.02,1.77,0.39,0.51,0.71,1.55
user_39,3,2017-12-07,service,1,4,1.54,1.69,1.31,3.34,3.02,1.77,0.39,0.51,0.71,1.55
user_39,3,2017-12-07,ambience,1,4,1.54,1.69,1.31,3.34,3.02,1.77,0.39,0.51,0.71,1.55
user_39,3,2017-12-07,price,1,4,1.54,1.69,1.31,3.34,3.02,1.77,0.39,0.51,0.71,1.55
user_39,3,2017-12-07,location,1,4,1.54,1.69,1.31,3.34,3.02,1.77,0.39,0.51,0.71,1.55
user_40,3,2016-02-12,food,1,3,1.72,1.2,1.56,3.04,1.01,2.24,1.03,1.53,1.65,0.73
user_40,3,2016-02-12,service,0,3,1.72,1.2,1.56,3.04,1.01,2.24,1.03,1.53,1.65,0.73
user_40,3,2016-02-12,ambience,1,3,1.72,1.2,1.56,3.04,1.01,2.24,1.03,1.53,1.65,0.73
user_40,3,2016-02-12,price,0,3,1.72,1.2,1.56,3.04,1.01,2.24,1.03,1.53,1.65,0.73
user_40,3,2016-02-12,location,1,3,1.72,1.2,1.56,3.04,1.01,2.24,1.03,1.53,1.65,0.73
user_41,4,2015-05-19,food,1,0,1.58,1.22,1.05,2.59,1.96,2.25,0.06,0.92,2.23,1.46
user_41,4,2015-05-19,service,1,0,1.58,1.22,1.05,2.59,1.96,2.25,0.06,0.92,2.23,1.46
user_41,4,2015-05-19,ambience,1,0,1.58,1.22,1.05,2.59,1.96,2.25,0.06,0.92,2.23,1.46
user_41,4,2015-05-19,price,1,0,1.58,1.22,1.05,2.59,1.96,2.25,0.06,0.92,2.23,1.46
user_41,4,2015-05-19,location,0,0,1.58,1.22,1.05,2.59,1.96,2.25,0.06,0.92,2.23,1.46
user_42,2,2015-01-11,food,1,2,2.65,1.94,2.48,2.1,2.02,0.61,0.01,0.44,1.04,0.79
user_42,2,2015-01-11,service,1,2,2.65,1.94,2.48,2.1,2.02,0.61,0.01,0.44,1.04,0.79
user_42,2,2015-01-11,ambience,-1,2,2.65,1.94,2.48,2.1,2.02,0.61,0.01,0.44,1.04,0.79
user_42,2,2015-01-11,price,1,2,2.65,1.94,2.48,2.1,2.02,0.61,0.01,0.44,1.04,0.79
user_42,2,2015-01-11,location,1,2,2.65,1.94,2.48,2.1,2.02,0.61,0.01,0.44,1.04,0.79
user_43,4,2019-12-12,food,1,0,1.16,0.31,2.4,0.73,2.58,1.19,1.07,1.34,2.04,1.33
user_43,4,2019-12-12,service,1,0,1.16,0.31,2.4,0.73,2.58,1.19,1.07,1.34,2.04,1.33
user_43,4,2019-12-12,ambience,1,0,1.16,0.31,2.4,0.73,2.58,1.19,1.07,1.34,2.04,1.33
user_43,4,2019-12-12,price,1,0,1.16,0.31,2.4,0.73,2.58,1.19,1.07,1.34,2.04,1.33
user_43,4,2019-12-12,location,1,0,1.16,0.31,2.4,0.73,2.58,1.19,1.07,1.34,2.04,1.33
user_44,4,2015-05-15,food,1,0,0.18,3.02,2.3,3.28,2.38,1.5,1.02,0.51,1.9,0.49
user_44,4,2015-05-15,service,1,0,0.18,3.02,2.3,3.28,2.38,1.5,1.02,0.51,1.9,0.49
user_44,4,2015-05-15,ambience,1,0,0.18,3.02,2.3,3.28,2.38,1.5,1.02,0.51,1.9,0.49
user_44,4,2015-05-15,price,1,0,0.18,3.02,2.3,3.28,2.38,1.5,1.02,0.51,1.9,0.49
user_44,4,2015-05-15,location,0,0,0.18,3.02,2.3,3.28,2.38,1.5,1.02,0.51,1.9,0.49
user_45,2,2018-12-06,food,1,1,2.79,0.79,1.15,2.5,2.66,1.85,0.31,0.0,2.22,2.19
user_45,2,2018-12-06,service,1,1,2.79,0.79,1.15,2.5,2.66,1.85,0.31,0.0,2.22,2.19
user_45,2,2018-12-06,ambience,1,1,2.79,0.79,1.15,2.5,2.66,1.85,0.31,0.0,2.22,2.19
user_45,2,2018-12-06,price,1,1,2.79,0.79,1.15,2.5,2.66,1.85,0.31,0.0,2.22,2.19
user_45,2,2018-12-06,location,1,1,2.79,0.79,1.15,2.5,2.66,1.85,0.31,0.0,2.22,2.19
user_46,5,2016-09-29,food,0,1,2.42,1.45,2.38,2.24,2.07,1.67,0.51,1.11,1.84,0.87
user_46,5,2016-09-29,service,0,1,2.42,1.45,2.38,2.24,2.07,1.67,0.51,1.11,1.84,0.87
user_46,5,2016-09-29,ambience,1,1,2.42,1.45,2.38,2.24,2.07,1.67,0.51,1.11,1.84,0.87
user_46,5,2016-09-29,price,1,1,2.42,1.45,2.38,2.24,2.07,1.67,0.51,1.11,1.84,0.87
user_46,5,2016-09-29,location,1,1,2.42,1.45,2.38,2.24,2.07,1.67,0.51,1.11,1.84,0.87
user_47,5,2018-06-19,food,1,3,1.35,0.37,1.73,1.88,1.1,1.9,0.73,1.07,1.81,1.73
