user_id,stars,date,aspect,sentiment,cluster,nrc_positive,nrc_joy,nrc_trust,nrc_anticipation,nrc_surprise,nrc_anger,nrc_disgust,nrc_fear,nrc_negative,nrc_sadness
user_12,3,2019-12-31,price,1,3,3.08,0.59,2.69,3.17,3.52,0.0,1.13,2.71,2.56,1.78
user_12,3,2019-12-31,location,1,3,3.08,0.59,2.69,3.17,3.52,0.0,1.13,2.71,2.56,1.78
user_13,3,2019-08-09,food,1,3,1.76,0.39,4.12,2.56,1.92,0.24,0.77,3.73,2.61,1.08
user_13,3,2019-08-09,service,1,3,1.76,0.39,4.12,2.56,1.92,0.24,0.77,3.73,2.61,1.08
user_13,3,2019-08-09,ambience,1,3,1.76,0.39,4.12,2.56,1.92,0.24,0.77,3.73,2.61,1.08
user_13,3,2019-08-09,price,1,3,1.76,0.39,4.12,2.56,1.92,0.24,0.77,3.73,2.61,1.08
user_13,3,2019-08-09,location,1,3,1.76,0.39,4.12,2.56,1.92,0.24,0.77,3.73,2.61,1.08
user_14,1,2019-01-07,food,1,0,2.47,0.21,2.04,2.78,2.33,0.77,0.33,3.98,3.79,2.18
user_14,1,2019-01-07,service,1,0,2.47,0.21,2.04,2.78,2.33,0.77,0.33,3.98,3.79,2.18
user_14,1,2019-01-07,ambience,1,0,2.47,0.21,2.04,2.78,2.33,0.77,0.33,3.98,3.79,2.18
user_14,1,2019-01-07,price,1,0,2.47,0.21,2.04,2.78,2.33,0.77,0.33,3.98,3.79,2.18
user_14,1,2019-01-07,location,1,0,2.47,0.21,2.04,2.78,2.33,0.77,0.33,3.98,3.79,2.18
user_15,2,2017-07-31,food,1,1,2.74,0.87,2.67,3.32,2.88,1.26,1.16,2.99,3.09,1.44
user_15,2,2017-07-31,service,0,1,2.74,0.87,2.67,3.32,2.88,1.26,1.16,2.99,3.09,1.44
user_15,2,2017-07-31,ambience,1,1,2.74,0.87,2.67,3.32,2.88,1.26,1.16,2.99,3.09,1.44
user_15,2,2017-07-31,price,-1,1,2.74,0.87,2.67,3.32,2.88,1.26,1.16,2.99,3.09,1.44
user_15,2,2017-07-31,location,1,1,2.74,0.87,2.67,3.32,2.88,1.26,1.16,2.99,3.09,1.44
user_16,3,2019-05-30,food,1,3,2.41,0.93,2.31,3.71,2.09,0.7,0.65,3.45,2.82,2.66
user_16,3,2019-05-30,service,1,3,2.41,0.93,2.31,3.71,2.09,0.7,0.65,3.45,2.82,2.66
user_16,3,2019-05-30,ambience,1,3,2.41,0.93,2.31,3.71,2.09,0.7,0.65,3.45,2.82,2.66
user_16,3,2019-05-30,price,-1,3,2.41,0.93,2.31,3.71,2.09,0.7,0.65,3.45,2.82,2.66
user_16,3,2019-05-30,location,0,3,2.41,0.93,2.31,3.71,2.09,0.7,0.65,3.45,2.82,2.66
user_17,4,2018-09-27,food,1,4,3.12,0.97,1.9,2.84,3.79,0.89,0.91,3.19,2.29,1.0
user_17,4,2018-09-27,service,0,4,3.12,0.97,1.9,2.84,3.79,0.89,0.91,3.19,2.29,1.0
user_17,4,2018-09-27,ambience,1,4,3.12,0.97,1.9,2.84,3.79,0.89,0.91,3.19,2.29,1.0
user_17,4,2018-09-27,price,1,4,3.12,0.97,1.9,2.84,3.79,0.89,0.91,3.19,2.29,1.0
user_17,4,2018-09-27,location,-1,4,3.12,0.97,1.9,2.84,3.79,0.89,0.91,3.19,2.29,1.0
user_18,1,2016-12-02,food,1,3,2.64,1.41,3.28,2.52,2.98,0.66,0.47,2.83,2.34,1.67
user_18,1,2016-12-02,service,1,3,2.64,1.41,3.28,2.52,2.98,0.66,0.47,2.83,2.34,1.67
user_18,1,2016-12-02,ambience,1,3,2.64,1.41,3.28,2.52,2.98,0.66,0.47,2.83,2.34,1.67
user_18,1,2016-12-02,price,1,3,2.64,1.41,3.28,2.52,2.98,0.66,0.47,2.83,2.34,1.67
user_18,1,2016-12-02,location,1,3,2.64,1.41,3.28,2.52,2.98,0.66,0.47,2.83,2.34,1.67
user_19,1,2015-08-26,food,1,2,1.88,0.55,1.39,3.13,2.56,1.68,0.27,3.0,2.78,0.91
user_19,1,2015-08-26,service,1,2,1.88,0.55,1.39,3.13,2.56,1.68,0.27,3.0,2.78,0.91
user_19,1,2015-08-26,ambience,0,2,1.88,0.55,1.39,3.13,2.56,1.68,0.27,3.0,2.78,0.91
user_19,1,2015-08-26,price,1,2,1.88,0.55,1.39,3.13,2.56,1.68,0.27,3.0,2.78,0.91
user_19,1,2015-08-26,location,1,2,1.88,0.55,1.39,3.13,2.56,1.68,0.27,3.0,2.78,0.91
user_20,5,2018-12-31,food,-1,4,3.69,0.13,3.73,3.76,3.06,0.8,0.7,3.06,3.23,1.25
user_20,5,2018-12-31,service,1,4,3.69,0.13,3.73,3.76,3.06,0.8,0.7,3.06,3.23,1.25
user_20,5,2018-12-31,ambience,1,4,3.69,0.13,3.73,3.76,3.06,0.8,0.7,3.06,3.23,1.25
user_20,5,2018-12-31,price,1,4,3.69,0.13,3.73,3.76,3.06,0.8,0.7,3.06,3.23,1.25
user_20,5,2018-12-31,location,0,4,3.69,0.13,3.73,3.76,3.06,0.8,0.7,3.06,3.23,1.25
user_21,5,2017-09-14,food,0,3,1.87,1.0,2.87,3.75,1.87,1.19,0.28,3.07,2.71,1.97
user_21,5,2017-09-14,service,1,3,1.87,1.0,2.87,3.75,1.87,1.19,0.28,3.07,2.71,1.97
user_21,5,2017-09-14,ambience,1,3,1.87,1.0,2.87,3.75,1.87,1.19,0.28,3.07,2.71,1.97
user_21,5,2017-09-14,price,1,3,1.87,1.0,2.87,3.75,1.87,1.19,0.28,3.07,2.71,1.97
user_21,5,2017-09-14,location,1,3,1.87,1.0,2.87,3.75,1.87,1.19,0.28,3.07,2.71,1.97
user_22,1,2019-08-24,food,1,0,2.28,1.07,3.31,2.8,2.96,1.24,0.75,3.19,2.61,2.7
user_22,1,2019-08-24,service,-1,0,2.28,1.07,3.31,2.8,2.96,1.24,0.75,3.19,2.61,2.7
user_22,1,2019-08-24,ambience,0,0,2.28,1.07,3.31,2.8,2.96,1.24,0.75,3.19,2.61,2.7
user_22,1,2019-08-24,price,1,0,2.28,1.07,3.31,2.8,2.96,1.24,0.75,3.19,2.61,2.7
user_22,1,2019-08-24,location,1,0,2.28,1.07,3.31,2.8,2.96,1.24,0.75,3.19,2.61,2.7
user_23,3,2018-12-04,food,1,3,3.13,0.59,2.43,3.49,1.46,1.92,0.19,3.61,2.84,2.09
user_23,3,2018-12-04,service,1,3,3.13,0.59,2.43,3.49,1.46,1.92,0.19,3.61,2.84,2.09
user_23,3,2018-12-04,ambience,0,3,3.13,0.59,2.43,3.49,1.46,1.92,0.19,3.61,2.84,2.09
user_23,3,2018-12-04,price,1,3,3.13,0.59,2.43,3.49,1.46,1.92,0.19,3.61,2.84,2.09
user_23,3,2018-12-04,location,0,3,3.13,0.59,2.43,3.49,1.46,1.92,0.19,3.61,2.84,2.09
user_24,1,2019-05-20,food,1,0,3.82,0.93,2.86,1.74,0.5,0.45,0.73,2.62,2.28,1.99
user_24,1,2019-05-20,service,0,0,3.82,0.93,2.86,1.74,0.5,0.45,0.73,2.62,2.28,1.99
user_24,1,2019-05-20,ambience,1,0,3.82,0.93,2.86,1.74,0.5,0.45,0.73,2.62,2.28,1.99
user_24,1,2019-05-20,price,-1,0,3.82,0.93,2.86,1.74,0.5,0.45,0.73,2.62,2.28,1.99
user_24,1,2019-05-20,location,1,0,3.82,0.93,2.86,1.74,0.5,0.45,0.73,2.62,2.28,1.99
user_25,4,2018-04-24,food,0,0,3.26,1.44,2.25,1.91,4.32,0.47,0.95,3.75,3.45,1.62
user_25,4,2018-04-24,service,1,0,3.26,1.44,2.25,1.91,4.32,0.47,0.95,3.75,3.45,1.62
user_25,4,2018-04-24,ambience,1,0,3.26,1.44,2.25,1.91,4.32,0.47,0.95,3.75,3.45,1.62
user_25,4,2018-04-24,price,0,0,3.26,1.44,2.25,1.91,4.32,0.47,0.95,3.75,3.45,1.62
user_25,4,2018-04-24,location,1,0,3.26,1.44,2.25,1.91,4.32,0.47,0.95,3.75,3.45,1.62
user_26,5,2016-01-09,food,1,4,3.64,1.56,2.95,2.61,2.42,0.27,0.56,3.31,2.78,2.07
user_26,5,2016-01-09,service,1,4,3.64,1.56,2.95,2.61,2.42,0.27,0.56,3.31,2.78,2.07
user_26,5,2016-01-09,ambience,1,4,3.64,1.56,2.95,2.61,2.42,0.27,0.56,3.31,2.78,2.07
user_26,5,2016-01-09,price,1,4,3.64,1.56,2.95,2.61,2.42,0.27,0.56,3.31,2.78,2.07
user_26,5,2016-01-09,location,1,4,3.64,1.56,2.95,2.61,2.42,0.27,0.56,3.31,2.78,2.07
user_27,3,2015-08-06,food,1,1,2.75,1.31,3.57,2.21,2.72,0.3,0.67,3.5,3.89,1.81
user_27,3,2015-08-06,service,0,1,2.75,1.31,3.57,2.21,2.72,0.3,0.67,3.5,3.89,1.81
user_27,3,2015-08-06,ambience,1,1,2.75,1.31,3.57,2.21,2.72,0.3,0.67,3.5,3.89,1.81
user_27,3,2015-08-06,price,1,1,2.75,1.31,3.57,2.21,2.72,0.3,0.67,3.5,3.89,1.81
user_27,3,2015-08-06,location,1,1,2.75,1.31,3.57,2.21,2.72,0.3,0.67,3.5,3.89,1.81
user_28,5,2015-04-14,food,0,0,4.14,0.23,2.96,1.79,4.07,0.79,0.71,3.68,2.38,1.22
user_28,5,2015-04-14,service,1,0,4.14,0.23,2.96,1.79,4.07,0.79,0.71,3.68,2.38,1.22
user_28,5,2015-04-14,ambience,1,0,4.14,0.23,2.96,1.79,4.07,0.79,0.71,3.68,2.38,1.22
user_28,5,2015-04-14,price,-1,0,4.14,0.23,2.96,1.79,4.07,0.79,0.71,3.68,2.38,1.22
user_28,5,2015-04-14,location,1,0,4.14,0.23,2.96,1.79,4.07,0.79,0.71,3.68,2.38,1.22
user_29,3,2016-09-13,food,1,2,3.81,0.76,2.12,2.84,3.21,0.08,0.35,2.28,2.88,2.73
user_29,3,2016-09-13,service,1,2,3.81,0.76,2.12,2.84,3.21,0.08,0.35,2.28,2.88,2.73
user_29,3,2016-09-13,ambience,0,2,3.81,0.76,2.12,2.84,3.21,0.08,0.35,2.28,2.88,2.73
user_29,3,2016-09-13,price,1,2,3.81,0.76,2.12,2.84,3.21,0.08,0.35,2.28,2.88,2.73
user_29,3,2016-09-13,location,1,2,3.81,0.76,2.12,2.84,3.21,0.08,0.35,2.28,2.88,2.73
user_30,4,2016-08-15,food,1,4,4.45,1.3,2.21,3.82,3.02,0.32,1.09,3.55,3.37,2.38
user_30,4,2016-08-15,service,0,4,4.45,1.3,2.21,3.82,3.02,0.32,1.09,3.55,3.37,2.38
user_30,4,2016-08-15,ambience,0,4,4.45,1.3,2.21,3.82,3.02,0.32,1.09,3.55,3.37,2.38
user_30,4,2016-08-15,price,1,4,4.45,1.3,2.21,3.82,3.02,0.32,1.09,3.55,3.37,2.38
user_30,4,2016-08-15,location,1,4,4.45,1.3,2.21,3.82,3.02,0.32,1.09,3.55,3.37,2.38
user_31,2,2018-11-26,food,1,1,2.41,0.57,3.09,2.36,2.85,1.12,0.85,3.14,3.49,2.59
user_31,2,2018-11-26,service,1,1,2.41,0.57,3.09,2.36,2.85,1.12,0.85,3.14,3.49,2.59
user_31,2,2018-11-26,ambience,1,1,2.41,0.57,3.09,2.36,2.85,1.12,0.85,3.14,3.49,2.59
user_31,2,2018-11-26,price,1,1,2.41,0.57,3.09,2.36,2.85,1.12,0.85,3.14,3.49,2.59
user_31,2,2018-11-26,location,0,1,2.41,0.57,3.09,2.36,2.85,1.12,0.85,3.14,3.49,2.59
user_32,4,2019-10-24,food,0,3,3.28,0.61,2.44,2.56,1.92,0.48,0.28,3.14,3.8,1.47
user_32,4,2019-10-24,service,1,3,3.28,0.61,2.44,2.56,1.92,0.48,0.28,3.14,3.8,1.47
user_32,4,2019-10-24,ambience,1,3,3.28,0.61,2.44,2.56,1.92,0.48,0.28,3.14,3.8,1.47
user_32,4,2019-10-24,price,1,3,3.28,0.61,2.44,2.56,1.92,0.48,0.28,3.14,3.8,1.47
user_32,4,2019-10-24,location,1,3,3.28,0.61,2.44,2.56,1.92,0.48,0.28,3.14,3.8,1.47
user_33,1,2016-02-09,food,1,1,3.41,1.39,2.02,3.89,3.14,0.59,0.81,2.87,3.3,1.22
user_33,1,2016-02-09,service,1,1,3.41,1.39,2.02,3.89,3.14,0.59,0.81,2.87,3.3,1.22
user_33,1,2016-02-09,ambience,1,1,3.41,1.39,2.02,3.89,3.14,0.59,0.81,2.87,3.3,1.22
user_33,1,2016-02-09,price,-1,1,3.41,1.39,2.02,3.89,3.14,0.59,0.81,2.87,3.3,1.22
user_33,1,2016-02-09,location,1,1,3.41,1.39,2.02,3.89,3.14,0.59,0.81,2.87,3.3,1.22
user_34,3,2018-06-12,food,1,4,3.69,0.98,3.01,2.36,3.39,1.1,0.53,3.35,2.93,2.72
user_34,3,2018-06-12,service,1,4,3.69,0.98,3.01,2.36,3.39,1.1,0.53,3.35,2.93,2.72
user_34,3,2018-06-12,ambience,1,4,3.69,0.98,3.01,2.36,3.39,1.1,0.53,3.35,2.93,2.72
user_34,3,2018-06-12,price,1,4,3.69,0.98,3.01,2.36,3.39,1.1,0.53,3.35,2.93,2.72
user_34,3,2018-06-12,location,0,4,3.69,0.98,3.01,2.36,3.39,1.1,0.53,3.35,2.93,2.72
user_35,1,2015-12-19,food,-1,4,2.99,1.74,3.31,2.74,2.33,0.64,0.91,2.83,3.04,2.53
user_35,1,2015-12-19,service,-1,4,2.99,1.74,3.31,2.74,2.33,0.64,0.91,2.83,3.04,2.53
user_35,1,2015-12-19,ambience,1,4,2.99,1.74,3.31,2.74,2.33,0.64,0.91,2.83,3.04,2.53
user_35,1,2015-12-19,price,1,4,2.99,1.74,3.31,2.74,2.33,0.64,0.91,2.83,3.04,2.53
user_35,1,2015-12-19,location,0,4,2.99,1.74,3.31,2.74,2.33,0.64,0.91,2.83,3.04,2.53
user_36,3,2016-03-07,food,1,4,2.74,1.31,2.39,2.04,3.71,0.23,0.34,3.73,2.76,3.06
user_36,3,2016-03-07,service,0,4,2.74,1.31,2.39,2.04,3.71,0.23,0.34,3.73,2.76,3.06
user_36,3,2016-03-07,ambience,-1,4,2.74,1.31,2.39,2.04,3.71,0.23,0.34,3.73,2.76,3.06
user_36,3,2016-03-07,price,1,4,2.74,1.31,2.39,2.04,3.71,0.23,0.34,3.73,2.76,3.06
user_36,3,2016-03-07,location,1,4,2.74,1.31,2.39,2.04,3.71,0.23,0.34,3.73,2.76,3.06
user_37,4,2017-01-24,food,0,3,4.41,0.68,1.76,3.28,2.88,0.23,0.76,2.27,3.68,1.56
user_37,4,2017-01-24,service,1,3,4.41,0.68,1.76,3.28,2.88,0.23,0.76,2.27,3.68,1.56
user_37,4,2017-01-24,ambience,1,3,4.41,0.68,1.76,3.28,2.88,0.23,0.76,2.27,3.68,1.56
user_37,4,2017-01-24,price,0,3,4.41,0.68,1.76,3.28,2.88,0.23,0.76,2.27,3.68,1.56
user_37,4,2017-01-24,location,1,3,4.41,0.68,1.76,3.28,2.88,0.23,0.76,2.27,3.68,1.56
user_38,3,2018-06-06,food,-1,2,2.2,0.5,3.85,3.25,3.73,0.63,0.41,2.84,2.97,2.17
user_38,3,2018-06-06,service,-1,2,2.2,0.5,3.85,3.25,3.73,0.63,0.41,2.84,2.97,2.17
user_38,3,2018-06-06,ambience,1,2,2.2,0.5,3.85,3.25,3.73,0.63,0.41,2.84,2.97,2.17
user_38,3,2018-06-06,price,1,2,2.2,0.5,3.85,3.25,3.73,0.63,0.41,2.84,2.97,2.17
user_38,3,2018-06-06,location,0,2,2.2,0.5,3.85,3.25,3.73,0.63,0.41,2.84,2.97,2.17
user_39,2,2015-10-14,food,-1,4,3.23,0.66,3.78,2.23,4.51,0.04,0.54,2.98,2.92,2.19
user_39,2,2015-10-14,service,1,4,3.23,0.66,3.78,2.23,4.51,0.04,0.54,2.98,2.92,2.19
user_39,2,2015-10-14,ambience,1,4,3.23,0.66,3.78,2.23,4.51,0.04,0.54,2.98,2.92,2.19
user_39,2,2015-10-14,price,0,4,3.23,0.66,3.78,2.23,4.51,0.04,0.54,2.98,2.92,2.19
user_39,2,2015-10-14,location,1,4,3.23,0.66,3.78,2.23,4.51,0.04,0.54,2.98,2.92,2.19
user_40,1,2018-05-22,food,1,3,2.88,0.93,3.17,3.24,3.83,0.45,0.65,3.31,2.8,2.08
user_40,1,2018-05-22,service,1,3,2.88,0.93,3.17,3.24,3.83,0.45,0.65,3.31,2.8,2.08
user_40,1,2018-05-22,ambience,1,3,2.88,0.93,3.17,3.24,3.83,0.45,0.65,3.31,2.8,2.08
user_40,1,2018-05-22,price,-1,3,2.88,0.93,3.17,3.24,3.83,0.45,0.65,3.31,2.8,2.08
user_40,1,2018-05-22,location,0,3,2.88,0.93,3.17,3.24,3.83,0.45,0.65,3.31,2.8,2.08
user_41,4,2017-07-06,food,1,1,2.66,0.43,2.32,2.02,3.41,0.95,1.18,3.51,2.02,2.7
user_41,4,2017-07-06,service,1,1,2.66,0.43,2.32,2.02,3.41,0.95,1.18,3.51,2.02,2.7
user_41,4,2017-07-06,ambience,1,1,2.66,0.43,2.32,2.02,3.41,0.95,1.18,3.51,2.02,2.7
user_41,4,2017-07-06,price,1,1,2.66,0.43,2.32,2.02,3.41,0.95,1.18,3.51,2.02,2.7
user_41,4,2017-07-06,location,1,1,2.66,0.43,2.32,2.02,3.41,0.95,1.18,3.51,2.02,2.7
user_42,2,2019-04-24,food,1,4,3.76,0.98,2.93,4.27,3.06,1.38,0.13,2.76,2.91,2.21
user_42,2,2019-04-24,service,1,4,3.76,0.98,2.93,4.27,3.06,1.38,0.13,2.76,2.91,2.21
user_42,2,2019-04-24,ambience,-1,4,3.76,0.98,2.93,4.27,3.06,1.38,0.13,2.76,2.91,2.21
user_42,2,2019-04-24,price,0,4,3.76,0.98,2.93,4.27,3.06,1.38,0.13,2.76,2.91,2.21
user_42,2,2019-04-24,location,0,4,3.76,0.98,2.93,4.27,3.06,1.38,0.13,2.76,2.91,2.21
user_43,3,2019-04-01,food,1,2,3.63,2.61,2.63,1.73,3.73,0.87,0.27,3.19,3.39,2.47
user_43,3,2019-04-01,service,1,2,3.63,2.61,2.63,1.73,3.73,0.87,0.27,3.19,3.39,2.47
user_43,3,2019-04-01,ambience,0,2,3.63,2.61,2.63,1.73,3.73,0.87,0.27,3.19,3.39,2.47
user_43,3,2019-04-01,price,1,2,3.63,2.61,2.63,1.73,3.73,0.87,0.27,3.19,3.39,2.47
user_43,3,2019-04-01,location,1,2,3.63,2.61,2.63,1.73,3.73,0.87,0.27,3.19,3.39,2.47
user_44,5,2017-08-22,food,0,0,3.0,0.75,3.96,3.19,2.78,0.49,0.78,2.85,2.43,2.14
user_44,5,2017-08-22,service,1,0,3.0,0.75,3.96,3.19,2.78,0.49,0.78,2.85,2.43,2.14
user_44,5,2017-08-22,ambience,1,0,3.0,0.75,3.96,3.19,2.78,0.49,0.78,2.85,2.43,2.14
user_44,5,2017-08-22,price,1,0,3.0,0.75,3.96,3.19,2.78,0.49,0.78,2.85,2.43,2.14
user_44,5,2017-08-22,location,0,0,3.0,0.75,3.96,3.19,2.78,0.49,0.78,2.85,2.43,2.14
user_45,2,2015-08-26,food,1,3,2.61,1.28,2.09,3.18,2.48,0.0,0.19,3.95,3.67,1.74
user_45,2,2015-08-26,service,-1,3,2.61,1.28,2.09,3.18,2.48,0.0,0.19,3.95,3.67,1.74
user_45,2,2015-08-26,ambience,1,3,2.61,1.28,2.09,3.18,2.48,0.0,0.19,3.95,3.67,1.74
user_45,2,2015-08-26,price,1,3,2.61,1.28,2.09,3.18,2.48,0.0,0.19,3.95,3.67,1.74
user_45,2,2015-08-26,location,0,3,2.61,1.28,2.09,3.18,2.48,0.0,0.19,3.95,3.67,1.74
user_46,5,2018-08-24,food,0,3,3.53,1.25,3.94,2.67,3.4,0.16,0.46,4.1,3.06,1.82
user_46,5,2018-08-24,service,1,3,3.53,1.25,3.94,2.67,3.4,0.16,0.46,4.1,3.06,1.82
user_46,5,2018-08-24,ambience,0,3,3.53,1.25,3.94,2.67,3.4,0.16,0.46,4.1,3.06,1.82
user_46,5,2018-08-24,price,1,3,3.53,1.25,3.94,2.67,3.4,0.16,0.46,4.1,3.06,1.82
user_46,5,2018-08-24,location,1,3,3.53,1.25,3.94,2.67,3.4,0.16,0.46,4.1,3.06,1.82
user_47,5,2019-03-19,food,1,1,2.18,1.42,3.02,2.67,4.39,0.06,0.37,3.91,2.72,1.77
user_47,5,2019-03-19,service,1,1,2.18,1.42,3.02,2.67,4.39,0.06,0.37,3.91,2.72,1.77
